1,-0.00,-0.00,-1.00,0.31,-0.09,0.11
1,-0.00,-0.00,-1.00,0.19,-0.05,0.05
1,-0.00,0.00,-1.00,-0.52,0.66,0.06
1,-0.00,-0.00,-1.00,0.43,-0.24,-0.02
1,-0.00,-0.00,-1.00,0.02,0.13,-0.01
2,-0.01,-0.00,-1.00,0.17,-0.11,0.02
2,-0.00,-0.00,-1.00,0.18,-0.03,0.00
2,-0.00,-0.00,-1.00,0.28,-0.08,0.02
2,-0.01,0.00,-1.00,0.09,0.14,0.02
2,-0.00,-0.00,-1.00,0.31,-0.10,0.03
2,-0.00,-0.00,-1.00,0.14,-0.08,-0.04
